Date,Open,High,Low,Close,Volume,OpenInt,Stock
1984-09-07,0.42388000000000003,0.42901999999999996,0.41873999999999995,0.42388000000000003,23220030,0,AAPL
1984-09-10,0.42388000000000003,0.42516000000000004,0.41366,0.42133999999999994,18022532,0,AAPL
1984-09-11,0.42516000000000004,0.43668,0.42516000000000004,0.42901999999999996,42498199,0,AAPL
1984-09-12,0.42901999999999996,0.43157,0.41618,0.41618,37125801,0,AAPL
1984-09-13,0.43927,0.44051999999999997,0.43927,0.43927,57822062,0,AAPL
1984-09-14,0.44051999999999997,0.45588999999999996,0.44051999999999997,0.44566000000000006,68847968,0,AAPL
1984-09-17,0.45718000000000003,0.46357,0.45718000000000003,0.45718000000000003,53755262,0,AAPL
1984-09-18,0.45718000000000003,0.46103,0.44051999999999997,0.44051999999999997,27136886,0,AAPL
1984-09-19,0.44051999999999997,0.44566000000000006,0.43157,0.43157,29641922,0,AAPL
1984-09-20,0.43286,0.43668,0.43286,0.43286,18453585,0,AAPL
1984-09-21,0.43286,0.44566000000000006,0.42388000000000003,0.42901999999999996,27842780,0,AAPL
1984-09-24,0.42901999999999996,0.43157,0.42516000000000004,0.42516000000000004,22033109,0,AAPL
1984-09-25,0.42388000000000003,0.42388000000000003,0.41618,0.41618,46515020,0,AAPL
1984-09-26,0.41618,0.4354,0.41111000000000003,0.41111000000000003,30947546,0,AAPL
1984-09-27,0.41111000000000003,0.41366,0.41111000000000003,0.41111000000000003,29541971,0,AAPL
1984-09-28,0.41111000000000003,0.41111000000000003,0.39316,0.40081,65093531,0,AAPL
1984-10-01,0.39955999999999997,0.39955999999999997,0.39186,0.39186,27268068,0,AAPL
1984-10-02,0.39443,0.40853,0.39443,0.39443,32977801,0,AAPL
1984-10-03,0.40081,0.40724,0.40081,0.40081,33583772,0,AAPL
1984-10-04,0.40593,0.40853,0.40593,0.40593,34995586,0,AAPL
1984-10-05,0.40593,0.40593,0.39443,0.39699,27211851,0,AAPL
1984-10-08,0.39699,0.39955999999999997,0.39699,0.39699,13099922,0,AAPL
1984-10-09,0.39699,0.39955999999999997,0.39316,0.39316,34933112,0,AAPL
1984-10-10,0.39316,0.39316,0.38164000000000003,0.38164000000000003,101750813,0,AAPL
1984-10-11,0.38164000000000003,0.39186,0.37906,0.37906,50969114,0,AAPL
1984-10-12,0.37906,0.38164000000000003,0.35985,0.36241,74126674,0,AAPL
1984-10-15,0.38289,0.38674000000000003,0.38289,0.38289,67842205,0,AAPL
1984-10-16,0.38289,0.38419000000000003,0.38164000000000003,0.38164000000000003,32915346,0,AAPL
1984-10-17,0.39699,0.39955999999999997,0.39699,0.39699,43685142,0,AAPL
1984-10-18,0.40853,0.41111000000000003,0.40853,0.40853,68929180,0,AAPL
1984-10-19,0.40853,0.43668,0.40724,0.40853,90949795,0,AAPL
1984-10-22,0.40853,0.41491000000000006,0.40593,0.40593,32003288,0,AAPL
1984-10-23,0.41491000000000006,0.41873999999999995,0.41491000000000006,0.41491000000000006,51993625,0,AAPL
1984-10-24,0.41873999999999995,0.42388000000000003,0.41873999999999995,0.41873999999999995,46577491,0,AAPL
1984-10-25,0.41873999999999995,0.41873999999999995,0.40339,0.40339,44109940,0,AAPL
1984-10-26,0.40339,0.40339,0.39186,0.39316,32028264,0,AAPL
1984-10-29,0.39443,0.39699,0.39443,0.39443,14124427,0,AAPL
1984-10-30,0.39955999999999997,0.40339,0.39955999999999997,0.39955999999999997,20802447,0,AAPL
1984-10-31,0.39955999999999997,0.40339,0.39699,0.39699,16798133,0,AAPL
1984-11-01,0.39955999999999997,0.40339,0.39955999999999997,0.39955999999999997,13118654,0,AAPL
1984-11-02,0.39955999999999997,0.40081,0.39443,0.39699,7721268,0,AAPL
1984-11-05,0.39699,0.40593,0.39443,0.39443,29385798,0,AAPL
1984-11-06,0.41873999999999995,0.42133999999999994,0.41873999999999995,0.41873999999999995,62838381,0,AAPL
1984-11-07,0.41873999999999995,0.42133999999999994,0.41111000000000003,0.41111000000000003,64575036,0,AAPL
1984-11-08,0.41111000000000003,0.41111000000000003,0.39443,0.39443,24575618,0,AAPL
1984-11-09,0.39443,0.39699,0.36754000000000003,0.37138000000000004,82029108,0,AAPL
1984-11-12,0.38419000000000003,0.38674000000000003,0.38419000000000003,0.38419000000000003,31584733,0,AAPL
1984-11-13,0.38419000000000003,0.39316,0.37522,0.37522,35326680,0,AAPL
1984-11-14,0.37906,0.38289,0.37906,0.37906,29098422,0,AAPL
1984-11-15,0.37906,0.38289,0.37906,0.37906,29729373,0,AAPL
1984-11-16,0.37906,0.38419000000000003,0.36883,0.37138000000000004,46227662,0,AAPL
1984-11-19,0.37138000000000004,0.37394,0.34962,0.34962,64974836,0,AAPL
1984-11-20,0.36112,0.36241,0.36112,0.36112,73414508,0,AAPL
1984-11-21,0.36883,0.37138000000000004,0.36883,0.36883,49844653,0,AAPL
1984-11-23,0.37394,0.38419000000000003,0.37394,0.37906,38231510,0,AAPL
1984-11-26,0.38289,0.38289,0.38289,0.38289,28067691,0,AAPL
1984-11-27,0.39316,0.39699,0.39316,0.39316,35532822,0,AAPL
1984-11-28,0.41366,0.42388000000000003,0.41366,0.41366,114488422,0,AAPL
1984-11-29,0.41366,0.41366,0.40593,0.40593,48770186,0,AAPL
1984-11-30,0.40593,0.40853,0.39316,0.39443,30316603,0,AAPL
1984-12-03,0.39443,0.39699,0.38932,0.38932,27330541,0,AAPL
1984-12-04,0.39699,0.40593,0.39699,0.39699,33571272,0,AAPL
1984-12-05,0.41618,0.41618,0.41618,0.41618,73320817,0,AAPL
1984-12-06,0.43668,0.43927,0.43668,0.43668,88482241,0,AAPL
1984-12-07,0.43668,0.45335,0.43286,0.4354,137914578,0,AAPL
1984-12-10,0.4354,0.4354,0.42646000000000006,0.42646000000000006,31091217,0,AAPL
1984-12-11,0.42646000000000006,0.43286,0.42133999999999994,0.42133999999999994,34520809,0,AAPL
1984-12-12,0.42133999999999994,0.42133999999999994,0.40724,0.40724,30697671,0,AAPL
1984-12-13,0.41111000000000003,0.41873999999999995,0.41111000000000003,0.41111000000000003,18640984,0,AAPL
1984-12-14,0.41111000000000003,0.42516000000000004,0.41111000000000003,0.42133999999999994,26812043,0,AAPL
1984-12-17,0.43157,0.4354,0.43157,0.43157,34926875,0,AAPL
1984-12-18,0.45718000000000003,0.45845,0.45718000000000003,0.45718000000000003,94979083,0,AAPL
1984-12-19,0.45718000000000003,0.45845,0.43927,0.43927,88544707,0,AAPL
1984-12-20,0.43927,0.44693999999999995,0.43668,0.43668,38999900,0,AAPL
1984-12-21,0.43668,0.43927,0.42646000000000006,0.43157,34552047,0,AAPL
1984-12-24,0.43927,0.44051999999999997,0.43927,0.43927,18834649,0,AAPL
1984-12-26,0.44051999999999997,0.44566000000000006,0.44051999999999997,0.44051999999999997,18734702,0,AAPL
1984-12-27,0.44309,0.44566000000000006,0.44309,0.44309,27542935,0,AAPL
1984-12-28,0.44309,0.46103,0.44051999999999997,0.45845,46108958,0,AAPL
1984-12-31,0.46487,0.46742,0.46487,0.46487,57940741,0,AAPL
1985-01-02,0.46487,0.46487,0.44566000000000006,0.44566000000000006,48888858,0,AAPL
1985-01-03,0.45335,0.46487,0.45335,0.45335,46465028,0,AAPL
1985-01-04,0.45335,0.45588999999999996,0.44693999999999995,0.45335,38281489,0,AAPL
1985-01-07,0.45335,0.45588999999999996,0.45081000000000004,0.45081000000000004,47664469,0,AAPL
1985-01-08,0.45081000000000004,0.45588999999999996,0.44693999999999995,0.44693999999999995,39355963,0,AAPL
1985-01-09,0.45845,0.46487,0.45845,0.45845,46496285,0,AAPL
1985-01-10,0.47898,0.48027,0.47898,0.47898,77268906,0,AAPL
1985-01-11,0.47898,0.48291000000000006,0.46998,0.47512,57184863,0,AAPL
1985-01-14,0.48791,0.49298000000000003,0.48791,0.48791,75419782,0,AAPL
1985-01-15,0.48791,0.49685,0.47898,0.47898,73895529,0,AAPL
1985-01-16,0.48291000000000006,0.49056000000000005,0.48291000000000006,0.48291000000000006,52955655,0,AAPL
1985-01-17,0.48291000000000006,0.49056000000000005,0.44821000000000005,0.44821000000000005,152694928,0,AAPL
1985-01-18,0.44821000000000005,0.46742,0.44693999999999995,0.45718000000000003,98352467,0,AAPL
1985-01-21,0.46742,0.46998,0.46742,0.46742,90756134,0,AAPL
1985-01-22,0.48027,0.48291000000000006,0.48027,0.48027,118480242,0,AAPL
1985-01-23,0.48027,0.48291000000000006,0.47251000000000004,0.47251000000000004,120060735,0,AAPL
1985-01-24,0.47251000000000004,0.47251000000000004,0.46357,0.46357,110733964,0,AAPL
1985-01-25,0.46357,0.47251000000000004,0.45335,0.47251000000000004,88813324,0,AAPL
1985-01-28,0.48291000000000006,0.48791,0.48291000000000006,0.48291000000000006,114950679,0,AAPL
1985-01-29,0.48291000000000006,0.48671000000000003,0.47763,0.47763,62394851,0,AAPL
1985-01-30,0.47763,0.48671000000000003,0.47763,0.47763,137333627,0,AAPL
1985-01-31,0.47763,0.47898,0.46357,0.46357,77037771,0,AAPL
1985-02-01,0.46357,0.46487,0.45335,0.45718000000000003,38412687,0,AAPL
1985-02-04,0.46742,0.46871999999999997,0.46742,0.46742,60801850,0,AAPL
1985-02-05,0.46998,0.47898,0.46998,0.46998,52999380,0,AAPL
1985-02-06,0.47898,0.47898,0.47898,0.47898,54223780,0,AAPL
1985-02-07,0.47898,0.48535,0.47763,0.47763,68460656,0,AAPL
1985-02-08,0.47763,0.47898,0.46998,0.47763,36819699,0,AAPL
1985-02-11,0.48671000000000003,0.49056000000000005,0.48671000000000003,0.48671000000000003,96759474,0,AAPL
1985-02-12,0.48671000000000003,0.48791,0.47512,0.47512,63169469,0,AAPL
1985-02-13,0.47512,0.47512,0.45335,0.45335,146978950,0,AAPL
1985-02-14,0.45335,0.45718000000000003,0.44051999999999997,0.44051999999999997,119036199,0,AAPL
1985-02-15,0.44051999999999997,0.44821000000000005,0.43668,0.44693999999999995,48420341,0,AAPL
1985-02-19,0.44566000000000006,0.44566000000000006,0.44051999999999997,0.44051999999999997,41786041,0,AAPL
1985-02-20,0.44051999999999997,0.44309,0.42133999999999994,0.42133999999999994,61345349,0,AAPL
1985-02-21,0.42901999999999996,0.43157,0.42901999999999996,0.42901999999999996,85958457,0,AAPL
1985-02-22,0.42901999999999996,0.44566000000000006,0.42901999999999996,0.44051999999999997,63175710,0,AAPL
1985-02-25,0.44051999999999997,0.44309,0.4354,0.4354,27480461,0,AAPL
1985-02-26,0.4354,0.43668,0.42646000000000006,0.42646000000000006,52699519,0,AAPL
1985-02-27,0.42646000000000006,0.42646000000000006,0.40081,0.40081,112551851,0,AAPL
1985-02-28,0.40081,0.40081,0.39443,0.39443,88981989,0,AAPL
1985-03-01,0.39443,0.39699,0.38289,0.39699,69004139,0,AAPL
1985-03-04,0.40339,0.41491000000000006,0.40339,0.40339,42698113,0,AAPL
1985-03-05,0.41366,0.41366,0.41366,0.41366,36469866,0,AAPL
1985-03-06,0.41366,0.41366,0.39316,0.39316,53992643,0,AAPL
1985-03-07,0.39316,0.39443,0.35344000000000003,0.35344000000000003,204694810,0,AAPL
1985-03-08,0.35344000000000003,0.35344000000000003,0.33041,0.34319,132067403,0,AAPL
1985-03-11,0.35473000000000005,0.3573,0.35473000000000005,0.35473000000000005,79761443,0,AAPL
1985-03-12,0.36754000000000003,0.37138000000000004,0.36754000000000003,0.36754000000000003,61195418,0,AAPL
